customer_id,age,region,account_type,tenure_months,monthly_income,avg_monthly_balance,credit_score,num_products,has_credit_card,has_crypto_wallet,uses_mobile_app,customer_service_calls,missed_payments_6m,support_rating,contract_type,monthly_fees,digital_engagement_score,loan_amount,loan_term_months,debt_to_income_ratio,interest_rate,loan_repaid
PBG-200910,41,West Midlands,Premium,30,1409,1570,699,1,Yes,No,No,1,0,2,Monthly,16.99,89,1000,60,0.2,7.46,1
PBG-200888,41,North West,Plus,25,2520,397,628,1,No,Yes,Yes,4,0,5,Annual,7,90,3000,48,0.12,7.96,1
PBG-200629,30,Scotland,Plus,16,4537,4494,673,1,No,No,No,1,0,2,Monthly,7,60,2000,60,0.34,8.2,0
PBG-200308,55,South West,Business,33,3735,2796,597,4,No,Yes,Yes,0,0,4,Annual,12,62,7500,36,0.22,11.46,0
PBG-200161,21,North West,Everyday,95,5184,1300,744,1,Yes,No,Yes,3,0,5,No fixed term,0,74,2000,36,0.33,6.69,1
PBG-200588,63,South East,Everyday,40,5236,2685,575,1,No,No,Yes,0,0,3,Monthly,0,,5000,36,0.09,13.64,1
PBG-200321,52,North West,Everyday,31,1855,1327,655,2,,No,Yes,2,0,2,Monthly,0,100,20000,12,0.26,9.39,0
PBG-200317,42,,Everyday,26,2749,1279,661,3,Yes,No,Yes,1,0,3,Annual,0,89,5000,36,0.38,10.5,1
PBG-201140,36,North West,Plus,54,1540,1253,657,4,No,No,Yes,1,0,3,Annual,7,63,3000,36,0.37,9.54,0
PBG-200148,67,North West,Everyday,37,1659,364,800,3,Yes,No,Yes,0,0,5,No fixed term,0,,5000,12,0.15,3.9,1
PBG-201113,31,South East,Everyday,8,4594,1881,825,2,Yes,No,Yes,2,0,5,Monthly,0,87,5000,36,0.1,4.73,1
PBG-200372,40,South East,Plus,27,2897,1780,715,2,No,No,Yes,2,0,4,Annual,7,100,15000,12,0.13,4.85,0
PBG-200115,32,Yorkshire and the Humber,Everyday,22,1419,169,,2,Yes,No,Yes,1,3,3,Monthly,0,85,5000,12,0.27,10.86,1
PBG-200017,18,East Midlands,Premium,21,5301,3710,636,1,No,No,,0,0,3,Annual,16.99,73,7500,24,0.54,12.24,0
PBG-200849,37,Wales,Everyday,21,1447,581,495,2,No,Yes,Yes,1,0,3,No fixed term,0,63,5000,48,0.29,15.21,0
PBG-200096,49,South East,Everyday,30,3398,1037,,2,No,No,No,1,1,3,No fixed term,0,64,20000,12,0.14,6.36,0
PBG-200605,55,Yorkshire and the Humber,Everyday,17,2926,2577,689,2,Yes,Yes,Yes,2,0,3,No fixed term,0,81,2000,48,0.46,10.18,0
PBG-200294,58,Yorkshire and the Humber,Everyday,54,1309,490,645,4,No,No,Yes,2,0,3,Annual,0,92,3000,36,0.27,5.25,1
PBG-200924,36,South West,Plus,45,1805,1966,620,2,No,No,No,0,1,4,Monthly,7,,7500,48,0.26,12.64,1
PBG-201179,25,South West,Plus,47,1455,232,723,2,No,No,Yes,2,0,2,No fixed term,7,,10000,36,0.16,6.34,1
PBG-200291,42,North West,Everyday,61,4888,5121,686,1,Yes,No,Yes,2,0,5,Annual,0,55,15000,24,0.03,7.29,1
PBG-201045,43,South East,Plus,19,4276,3339,650,2,Yes,Yes,Yes,0,0,4,Monthly,7,100,5000,12,0.31,9.25,1
PBG-201174,55,South East,,23,2716,1782,752,3,Yes,No,No,3,3,3,Monthly,0,38,20000,48,0.46,8.82,1
PBG-200380,42,North West,Everyday,51,3518,919,592,3,No,No,No,3,0,4,Monthly,0,45,10000,36,0.34,12.41,1
PBG-200387,54,Scotland,Business,34,,4668,756,3,Yes,Yes,Yes,0,0,4,Annual,12,100,15000,24,0.14,5.47,1
PBG-200135,18,South East,Everyday,17,2879,1693,734,2,Yes,No,Yes,0,0,4,No fixed term,0,,5000,48,0.11,4.38,1
PBG-200904,18,Yorkshire and the Humber,Premium,34,3204,1477,644,1,Yes,No,Yes,2,0,4,No fixed term,16.99,87,5000,36,0.26,9.97,1
PBG-200917,32,West Midlands,Everyday,31,3564,5311,732,3,Yes,Yes,Yes,2,0,2,Annual,0,53,20000,24,0.24,5.7,1
PBG-200309,44,Scotland,Premium,26,1976,1245,662,2,Yes,Yes,Yes,1,0,3,Monthly,16.99,93,1000,36,0.14,7.14,1
PBG-200256,32,West Midlands,Everyday,19,3840,535,690,5,No,Yes,Yes,2,0,5,Monthly,0,95,15000,36,0.2,7.12,1
PBG-200371,45,Yorkshire and the Humber,Business,46,2234,1686,643,1,No,No,Yes,1,0,2,Monthly,12,79,1000,12,0.41,12.79,0
PBG-200058,34,North West,Everyday,33,2677,2467,603,1,Yes,No,,2,0,5,Monthly,0,61,2000,12,0.18,10.51,1
PBG-200067,70,South East,Everyday,9,3172,820,665,2,No,No,No,0,0,5,Monthly,0,55,15000,36,0.4,11.3,0
PBG-200665,24,West Midlands,Everyday,29,3310,2909,753,2,Yes,No,Yes,0,0,2,Monthly,0,84,3000,36,0.15,5.4,1
PBG-200684,33,South East,Everyday,71,3491,1346,587,1,No,No,,2,0,1,No fixed term,0,46,3000,12,,11.45,1
PBG-200628,78,London,Everyday,57,2715,1936,779,2,Yes,Yes,Yes,2,0,3,Monthly,0,77,25000,24,0.12,6.38,0
PBG-201064,36,South East,Business,34,6123,,642,5,Yes,No,Yes,0,0,5,Annual,12,100,10000,48,0.19,8.82,0
PBG-201073,39,Wales,Plus,21,3104,476,589,3,No,Yes,Yes,0,0,1,No fixed term,7,94,15000,12,0.35,12.57,0
PBG-200545,33,South East,Everyday,91,4054,1582,640,3,Yes,No,Yes,3,1,3,Monthly,0,73,7500,24,0.35,10.18,0
PBG-200900,23,Yorkshire and the Humber,Premium,22,2684,1932,664,2,Yes,No,Yes,1,0,4,Annual,16.99,76,7500,12,0.38,11.03,1
PBG-201127,47,London,Everyday,76,5072,6227,645,2,No,No,Yes,1,0,4,No fixed term,0,100,5000,48,0.26,9.68,1
PBG-200709,51,East Midlands,Plus,33,3305,3850,675,1,Yes,No,Yes,1,0,3,Annual,7,100,5000,12,0.24,8.08,1
PBG-200197,41,East Midlands,Premium,31,1522,1601,751,1,Yes,No,Yes,2,1,3,Monthly,16.99,97,5000,36,,4.61,1
PBG-200045,24,London,Everyday,50,4918,4673,684,3,Yes,No,No,1,0,3,No fixed term,0,39,7500,12,0.22,9.32,1
PBG-201007,18,North West,Everyday,50,3354,,737,3,No,No,Yes,1,1,2,Monthly,0,63,10000,12,0.19,6.03,1
PBG-200670,,Wales,Everyday,53,7581,7192,686,3,No,No,Yes,2,2,4,No fixed term,0,100,5000,48,0.32,6.52,0
PBG-201198,46,Yorkshire and the Humber,Everyday,41,,679,626,3,No,Yes,No,1,0,3,No fixed term,0,52,1000,24,0.28,11.51,1
PBG-200455,18,North West,Premium,22,3848,4243,691,3,Yes,No,Yes,0,0,,Monthly,16.99,76,2000,36,0.17,7.69,1
PBG-200595,37,South East,Everyday,20,3436,1477,578,4,No,No,Yes,4,0,4,Annual,0,,15000,36,0.31,11.4,0
PBG-200790,32,South West,Everyday,45,3004,191,714,2,Yes,No,Yes,0,0,5,No fixed term,0,84,2000,24,0.17,5.86,1
PBG-200476,18,Yorkshire and the Humber,Plus,55,2541,536,640,2,Yes,Yes,No,1,2,,Monthly,7,97,7500,24,0.28,11.25,0
PBG-200259,69,London,Premium,18,1100,2012,753,3,No,Yes,Yes,1,0,4,Monthly,16.99,37,15000,24,0.11,4.88,0
PBG-200897,35,Northern Ireland,Plus,53,4229,561,621,4,Yes,No,Yes,3,0,5,No fixed term,7,59,15000,24,0.05,11.81,1
PBG-201001,37,West Midlands,Plus,34,2757,3254,765,1,Yes,No,No,0,1,4,No fixed term,7,79,5000,36,0.28,4.89,1
PBG-200711,59,London,Everyday,40,8469,10119,613,2,Yes,No,Yes,1,0,,Monthly,0,71,7500,36,0.23,,1
PBG-200708,40,London,Everyday,75,8028,6999,689,2,No,Yes,Yes,0,0,3,No fixed term,0,100,3000,24,0.09,8.47,1
PBG-200316,42,Scotland,Everyday,72,4861,706,579,2,Yes,No,Yes,0,0,4,Monthly,0,94,20000,12,0.33,13.58,0
PBG-200700,37,,Everyday,63,2393,889,675,1,Yes,No,Yes,4,3,4,Annual,0,85,15000,24,0.24,9.41,1
PBG-200109,30,Scotland,Premium,30,8466,,559,2,Yes,No,Yes,0,0,4,Monthly,16.99,100,3000,12,0.09,12.44,1
PBG-200550,28,South East,Business,14,3766,4301,688,1,No,Yes,Yes,3,1,3,Annual,12,83,3000,36,0.34,,0
PBG-200138,37,West Midlands,Everyday,41,5195,4278,832,1,Yes,No,Yes,2,2,4,Monthly,0,100,3000,36,0.35,4.32,0
PBG-200277,27,South East,Everyday,30,2398,310,592,3,Yes,No,Yes,3,0,4,Annual,0,79,5000,36,0.11,10.86,1
PBG-201004,49,Yorkshire and the Humber,Everyday,61,1474,671,785,3,Yes,No,Yes,1,0,4,No fixed term,0,100,1000,60,0.19,3.9,1
PBG-200496,36,Yorkshire and the Humber,Plus,53,2552,1606,646,4,Yes,No,Yes,4,0,3,Monthly,7,,3000,12,0.5,12.41,1
PBG-200778,18,East Midlands,Premium,42,3593,4066,644,1,Yes,Yes,Yes,2,1,1,No fixed term,16.99,79,10000,24,0.13,8.85,1
PBG-201012,18,East Midlands,Plus,34,7499,4489,693,1,Yes,Yes,Yes,6,0,,Monthly,7,88,3000,48,0.12,7.4,0
PBG-200274,48,North East,Plus,24,1889,2190,652,3,Yes,No,Yes,0,0,5,Annual,7,83,15000,36,0.19,8.06,1
PBG-200209,30,South West,Everyday,40,4436,2400,686,1,Yes,Yes,Yes,1,0,4,Monthly,0,100,25000,24,,7.18,1
PBG-200931,29,South West,Everyday,36,1758,1031,679,1,Yes,Yes,No,1,1,3,No fixed term,0,55,2000,36,,9.04,0
PBG-200032,40,London,Plus,68,2117,1051,632,3,Yes,No,No,2,0,3,Monthly,7,61,5000,12,,10.45,1
PBG-200538,27,South West,Plus,16,5923,1837,679,1,Yes,Yes,No,2,1,5,Annual,7,100,10000,48,0.13,7.52,1
PBG-200112,38,West Midlands,Premium,38,3313,1015,648,2,No,No,Yes,3,0,3,Annual,16.99,71,5000,12,0.44,10.64,0
PBG-200430,41,Wales,Plus,21,7559,9164,695,2,Yes,No,Yes,0,0,5,No fixed term,7,72,3000,60,0.06,8.46,1
PBG-200515,27,Scotland,Plus,42,1888,1041,645,1,Yes,No,No,2,1,2,Monthly,7,46,10000,60,0.06,9.14,0
PBG-200951,27,Scotland,Everyday,73,7516,1546,681,1,No,No,No,0,0,4,No fixed term,0,42,2000,36,0.29,7.8,1
PBG-200756,37,South East,Everyday,95,2633,1617,688,1,No,No,No,0,1,2,Monthly,0,22,3000,24,0.08,9.28,1
PBG-200103,49,South East,Everyday,93,6710,6122,643,2,,Yes,Yes,3,0,2,Monthly,0,100,7500,24,0.4,12.6,1
PBG-200800,40,Yorkshire and the Humber,Everyday,31,5401,5498,698,3,Yes,Yes,Yes,1,0,3,No fixed term,0,59,7500,24,0.23,7.64,1
PBG-201155,46,East Midlands,Everyday,36,3461,3271,745,3,Yes,Yes,No,1,0,3,Annual,0,55,15000,36,0.15,3.9,1
PBG-200275,43,South East,Everyday,75,1793,743,669,2,No,No,Yes,2,0,3,Monthly,0,77,1000,48,0.06,7.53,1
PBG-200819,49,North West,Everyday,57,2949,568,707,1,No,No,No,2,0,3,No fixed term,0,36,7500,36,0.15,9.15,1
PBG-201047,32,London,Plus,26,4222,2638,596,3,No,Yes,Yes,2,0,3,Annual,7,100,5000,36,0.17,11.3,0
PBG-200073,40,North West,Premium,18,4350,6029,776,3,Yes,No,No,1,0,3,Monthly,16.99,88,3000,48,0.12,4.91,1
PBG-201169,47,South East,Everyday,29,1691,1235,772,5,Yes,No,Yes,2,1,3,Monthly,0,63,3000,24,0.18,4.15,1
PBG-200753,40,Yorkshire and the Humber,Plus,25,2470,,745,3,No,No,No,0,0,5,Monthly,7,23,5000,12,0.12,6.62,1
PBG-200439,22,Scotland,Everyday,28,4309,5347,702,2,Yes,No,No,1,1,3,No fixed term,0,40,3000,12,0.26,8.26,1
PBG-200226,57,South West,Business,10,2665,,639,1,Yes,No,Yes,0,0,5,Annual,12,100,2000,36,0.18,12.15,1
PBG-201079,18,London,Plus,16,2705,1365,657,2,Yes,No,Yes,2,0,4,No fixed term,7,86,3000,36,0.25,9.85,1
PBG-200059,18,South West,Plus,39,1995,1504,618,2,Yes,No,Yes,1,0,3,No fixed term,7,82,15000,24,0.09,11.05,1
PBG-200264,43,North East,Plus,29,3963,2333,729,3,Yes,No,No,3,3,4,Monthly,7,81,10000,24,0.3,6.49,0
PBG-201040,52,Northern Ireland,Everyday,47,3232,3577,632,3,Yes,Yes,No,2,0,3,No fixed term,0,93,10000,48,0.44,11.36,1
PBG-200677,18,Yorkshire and the Humber,,44,1715,908,588,2,Yes,No,Yes,2,0,2,No fixed term,0,68,5000,24,0.13,13.03,1
PBG-200779,18,North East,Plus,43,3628,2134,738,2,Yes,No,No,3,3,4,No fixed term,7,,3000,24,0.33,8.78,0
PBG-200302,46,London,Premium,31,3581,3686,764,1,Yes,Yes,Yes,0,1,2,Annual,16.99,78,25000,60,0.16,5.62,0
PBG-200378,38,London,Plus,14,3289,511,605,1,Yes,No,Yes,1,1,2,No fixed term,7,88,15000,24,0.16,11.14,0
PBG-201103,46,Scotland,Plus,46,900,0,683,3,Yes,Yes,Yes,3,1,5,Annual,7,65,15000,36,0.29,8.44,0
PBG-200155,18,North East,Plus,81,4031,2312,680,2,Yes,No,Yes,1,0,3,Annual,7,71,10000,12,0.12,8.17,1
PBG-200337,36,North East,Premium,45,2734,127,561,1,No,No,Yes,1,0,3,Monthly,16.99,,1000,24,0.28,,1
PBG-201030,42,Yorkshire and the Humber,Plus,29,2263,656,790,3,Yes,Yes,No,3,0,4,Annual,7,67,10000,24,0.56,7.03,0
PBG-200760,31,West Midlands,Business,42,2253,2947,524,2,,No,Yes,1,0,2,No fixed term,12,100,5000,24,0.05,12.07,1
PBG-200257,43,Scotland,Plus,29,2610,1011,636,3,Yes,No,Yes,1,0,3,Annual,7,65,2000,48,0.46,12.84,0
PBG-200431,46,Wales,Premium,83,3884,2900,613,1,No,No,Yes,8,1,4,Monthly,16.99,87,5000,36,0.03,9.6,0
PBG-200964,66,East Midlands,Plus,38,2939,3897,850,3,Yes,No,Yes,0,0,3,Monthly,7,100,3000,48,0.26,3.9,1
PBG-200325,53,London,Everyday,48,8450,3350,650,1,Yes,Yes,Yes,2,0,3,Annual,0,98,2000,36,0.12,7.62,1
PBG-200488,18,London,Plus,34,2941,2005,813,4,Yes,No,No,0,0,4,Annual,7,96,2000,48,0.04,3.9,1
PBG-200165,27,Wales,Plus,16,3339,875,613,1,No,No,Yes,0,1,4,Annual,7,,2000,36,0.08,11.66,1
PBG-200038,54,Scotland,Premium,23,6668,3210,581,3,Yes,No,Yes,0,0,3,Monthly,16.99,100,2000,24,0.41,13.84,0
PBG-200411,38,South East,Everyday,25,5475,7234,664,1,Yes,No,,1,1,3,Annual,0,99,5000,36,0.17,7.98,0
PBG-200585,36,Scotland,Plus,31,2361,12,797,2,Yes,No,No,2,1,3,Monthly,7,76,15000,60,0.23,4.16,1
PBG-200000,35,Wales,Everyday,34,3231,3530,798,5,Yes,No,Yes,1,1,,Monthly,0,79,25000,36,0.08,,1
PBG-200954,55,London,Plus,16,4252,1172,822,2,Yes,No,Yes,1,0,4,Monthly,7,36,5000,48,0.2,3.9,1
PBG-201025,32,Yorkshire and the Humber,Everyday,91,5137,3020,623,2,No,No,Yes,0,0,3,Monthly,0,99,20000,48,0.25,11.27,1
PBG-201111,49,London,Everyday,19,2777,3054,600,3,No,No,Yes,0,0,4,No fixed term,0,86,2000,36,0.29,12.75,1
PBG-200970,36,North West,Everyday,34,1941,1191,730,1,No,No,No,2,1,3,Monthly,0,38,5000,12,0.25,6.15,1
PBG-200613,43,Northern Ireland,Everyday,34,6346,3009,731,2,Yes,No,Yes,0,0,3,Monthly,0,95,10000,24,0.36,6.31,1
PBG-200078,40,East Midlands,Everyday,20,3334,3462,658,2,No,No,Yes,1,1,3,No fixed term,0,,10000,60,0.24,9.19,1
PBG-200539,45,South East,Everyday,65,3416,1998,,2,Yes,No,Yes,0,0,1,Annual,0,94,10000,12,0.17,7.26,1
PBG-201172,46,Scotland,Everyday,11,1796,847,654,2,No,No,No,0,0,4,Monthly,0,,7500,24,0.21,10.41,1
PBG-200391,18,,Everyday,44,3616,1008,729,2,Yes,No,No,5,1,4,Annual,0,35,20000,60,0.38,8.88,0
PBG-200099,47,Wales,Plus,24,5663,1867,609,4,Yes,No,Yes,0,3,4,Monthly,7,83,7500,36,,13.75,0
PBG-201027,30,West Midlands,Everyday,26,4036,1057,598,5,Yes,No,Yes,1,0,4,Annual,0,91,5000,36,0.08,11.09,1
PBG-200817,46,Wales,Everyday,57,7081,,652,1,Yes,No,Yes,2,4,3,Monthly,0,95,7500,36,0.57,10.76,0
PBG-200247,39,North West,Everyday,63,2429,1478,669,3,No,Yes,No,2,0,4,Monthly,0,42,7500,12,0.13,7.94,1
PBG-200998,55,Yorkshire and the Humber,Premium,37,2402,636,610,1,Yes,No,Yes,1,0,3,Annual,16.99,99,7500,60,0.26,12.39,1
PBG-200483,43,Scotland,Plus,73,2727,2096,661,3,Yes,No,Yes,1,0,5,Annual,7,67,10000,12,0.24,10.29,0
PBG-200183,18,North West,Everyday,11,4150,2754,750,1,Yes,No,Yes,3,0,1,Monthly,0,69,5000,24,0.03,3.9,1
PBG-200798,19,Yorkshire and the Humber,Everyday,45,4658,3313,724,2,Yes,No,Yes,0,0,2,Monthly,0,60,3000,36,0.22,6.42,1
PBG-200385,46,Yorkshire and the Humber,Everyday,40,1483,1561,734,1,No,No,Yes,3,1,,Monthly,0,57,3000,24,0.27,6.22,0
PBG-200466,58,Northern Ireland,Everyday,12,1314,240,594,2,No,No,Yes,2,0,,Monthly,0,87,10000,36,0.09,10.38,0
PBG-200238,45,East Midlands,Plus,106,1234,224,655,3,Yes,Yes,Yes,1,1,4,No fixed term,7,92,2000,24,0.11,5.78,1
PBG-200825,39,North East,Everyday,20,4304,3686,621,4,No,Yes,Yes,2,0,1,No fixed term,0,76,15000,12,0.37,13.24,1
PBG-201062,35,East Midlands,Everyday,48,2508,2259,727,1,No,Yes,Yes,1,0,2,Monthly,0,87,5000,24,0.2,5.37,1
PBG-200627,48,West Midlands,Premium,17,3295,4457,695,2,Yes,No,Yes,3,0,4,Annual,16.99,,10000,60,0.1,8.12,1
PBG-200553,40,South East,Everyday,21,8282,,648,2,No,No,Yes,1,0,4,Annual,0,89,2000,60,0.38,8.71,1
PBG-200323,45,West Midlands,Everyday,84,2748,3765,748,2,No,No,Yes,1,2,3,Monthly,0,57,5000,36,0.41,5.24,1
PBG-200536,41,East Midlands,Premium,40,2653,2659,678,3,Yes,No,Yes,1,2,1,Monthly,16.99,73,7500,24,0.27,7.69,0
PBG-200635,34,North East,Plus,23,1553,677,750,4,No,No,Yes,1,0,4,No fixed term,7,77,2000,60,0.14,5.77,1
PBG-200068,33,South East,Plus,40,1900,,674,4,No,No,No,0,0,3,No fixed term,7,55,2000,60,0.14,7.2,1
PBG-200471,18,London,Premium,31,1934,820,624,4,Yes,No,Yes,2,1,4,No fixed term,16.99,84,7500,12,0.27,11.11,0
PBG-200270,37,London,Plus,35,3472,4021,703,1,No,No,No,3,0,2,Annual,7,41,2000,12,0.26,6.26,1
PBG-200754,31,Scotland,Everyday,59,1792,1825,710,1,No,No,Yes,0,2,4,No fixed term,0,78,5000,12,0.54,10.49,0
PBG-200373,35,Yorkshire and the Humber,Plus,20,1880,3110,654,2,No,No,Yes,2,1,5,No fixed term,7,100,2000,36,0.48,11.48,1
PBG-200441,44,West Midlands,Plus,40,3091,,702,1,No,No,Yes,0,0,5,Monthly,7,74,7500,36,0.19,6.18,1
PBG-200355,48,South West,Plus,14,3480,4418,514,3,No,Yes,Yes,2,1,2,Monthly,7,69,5000,12,0.16,13.44,0
PBG-200733,58,East Midlands,Premium,58,3364,2935,662,2,Yes,No,Yes,2,0,4,Annual,16.99,94,1000,36,0.12,7.48,1
PBG-200335,30,East Midlands,Premium,23,1533,856,685,5,Yes,No,Yes,1,2,3,Monthly,16.99,50,5000,24,0.37,9.09,1
PBG-201150,25,Yorkshire and the Humber,Plus,31,2009,2543,736,4,Yes,No,Yes,1,0,3,Monthly,7,66,3000,12,0.35,6.88,1
PBG-201159,39,South West,Everyday,21,1068,908,647,2,Yes,No,Yes,1,0,3,Annual,0,95,2000,36,0.15,12.05,0
PBG-200840,42,South West,Business,45,5337,4158,739,3,No,No,Yes,1,1,3,Annual,12,68,15000,36,0.5,8.85,1
PBG-200674,26,London,Everyday,60,3866,1860,740,3,Yes,No,Yes,0,0,3,Monthly,0,53,25000,36,0.1,6.15,1
PBG-200100,35,Scotland,Everyday,11,6941,6448,411,2,No,No,No,0,0,4,Annual,0,,7500,36,0.3,18.79,0
PBG-200269,53,South East,Everyday,22,4025,1924,556,1,No,No,Yes,3,0,3,Monthly,0,71,1000,36,0.13,12.89,1
PBG-200952,56,North East,Premium,13,3477,3057,709,3,No,Yes,No,0,0,4,Annual,16.99,61,1000,12,0.15,8.56,1
PBG-201088,48,South East,Everyday,91,2342,2707,594,1,No,No,No,1,0,3,Annual,0,93,5000,12,0.1,10.15,1
PBG-201098,53,Yorkshire and the Humber,Plus,76,2110,1646,674,2,Yes,No,Yes,5,0,1,No fixed term,7,100,7500,36,0.26,8.6,1
PBG-200423,27,London,Premium,47,2471,1448,640,3,Yes,No,No,1,0,1,No fixed term,16.99,45,2000,36,0.37,11.06,1
PBG-200036,46,Scotland,Everyday,68,4054,2998,577,4,Yes,No,Yes,1,0,,No fixed term,0,76,7500,60,0.13,11.74,1
PBG-201031,31,North West,Everyday,22,5639,2067,792,2,Yes,No,No,0,0,4,No fixed term,0,65,20000,36,0.22,3.9,1
PBG-201182,29,West Midlands,Everyday,26,2891,3228,765,2,Yes,No,Yes,2,0,4,Monthly,0,78,7500,12,0.42,6.39,0
PBG-200267,36,South East,Business,16,4076,1489,585,1,No,No,Yes,1,1,4,No fixed term,12,94,2000,36,0.08,11.06,1
PBG-200929,36,South West,Everyday,9,3816,1604,603,1,Yes,No,Yes,1,1,2,Annual,0,100,15000,24,0.06,9.55,0
PBG-200310,41,North West,Plus,25,4137,3798,741,1,No,No,Yes,0,0,5,No fixed term,7,94,20000,60,0.17,4.59,1
PBG-200541,46,London,Everyday,55,,1657,672,4,Yes,No,,1,0,4,Annual,0,80,15000,36,0.1,7.35,1
PBG-200478,43,East Midlands,Plus,42,6847,5398,726,3,Yes,No,No,0,3,5,No fixed term,7,84,20000,36,0.4,8.66,0
PBG-200655,48,Wales,,53,1447,2703,690,4,Yes,Yes,Yes,0,2,,Annual,16.99,100,7500,12,0.35,8.15,1
PBG-200997,27,,Premium,18,1800,1002,545,1,Yes,No,Yes,3,0,5,Monthly,16.99,100,2000,12,0.31,15.49,0
PBG-201181,26,South West,Premium,57,4811,2879,749,1,Yes,No,No,2,1,4,Monthly,16.99,57,15000,24,0.12,6.11,1
PBG-200422,46,London,Everyday,9,4762,2687,765,2,Yes,No,Yes,2,0,2,No fixed term,0,70,20000,36,0.11,3.9,1
PBG-200201,31,South East,Plus,52,4431,4709,587,2,No,No,Yes,2,1,5,Annual,7,85,3000,24,0.22,11.45,1
PBG-200857,35,North East,Everyday,86,5195,3538,548,4,Yes,No,Yes,2,0,5,Annual,0,,5000,12,0.54,11.89,1
PBG-201076,37,North East,Premium,70,1317,1014,390,2,No,No,Yes,0,0,5,No fixed term,16.99,65,10000,60,0.21,20.19,0
PBG-200176,45,London,Premium,20,3832,2139,669,3,No,No,Yes,3,1,4,Monthly,16.99,89,15000,36,0.3,9.4,1
PBG-200273,44,London,Plus,46,3530,2678,690,4,No,Yes,No,3,2,1,Annual,7,89,1000,48,0.5,9.98,1
PBG-201074,29,West Midlands,Premium,63,1912,1383,663,4,Yes,Yes,Yes,3,1,5,No fixed term,16.99,80,5000,24,0.1,10.09,1
PBG-200990,33,Yorkshire and the Humber,Everyday,21,3572,,729,3,Yes,No,Yes,2,0,5,Monthly,0,100,3000,12,0.34,9.19,0
PBG-200776,33,London,Premium,5,2198,1506,697,2,No,No,Yes,1,3,3,No fixed term,16.99,91,7500,24,0.35,,0
PBG-201195,38,East Midlands,Everyday,49,2943,3826,659,3,No,No,Yes,1,0,,Annual,0,96,2000,36,0.08,6.67,0
PBG-200011,43,Scotland,Plus,10,4100,4283,662,4,Yes,No,Yes,1,0,2,No fixed term,7,97,7500,12,0.2,7.51,0
PBG-200487,43,London,Everyday,53,5418,2513,574,1,Yes,No,No,1,2,4,Monthly,0,54,2000,60,0.34,12.3,0
PBG-200248,39,West Midlands,Everyday,32,,9896,768,2,Yes,No,Yes,4,0,3,Annual,0,98,25000,36,0.11,3.9,1
PBG-200802,49,North East,Business,46,3971,,614,3,No,No,No,1,0,3,Monthly,12,67,1000,60,0.24,11.82,1
PBG-200696,37,Scotland,,28,3397,3597,673,1,Yes,Yes,No,1,0,3,No fixed term,7,33,3000,24,0.26,8.26,1
PBG-200597,25,Scotland,Everyday,16,1748,0,630,1,No,No,No,1,0,1,Annual,0,68,2000,48,0.51,13.01,0
PBG-200757,36,South West,Everyday,40,6819,6024,,3,Yes,No,Yes,1,0,5,Annual,0,84,7500,48,0.28,7.43,1
PBG-200749,23,London,Plus,47,2193,1819,698,3,No,No,Yes,2,0,2,Annual,7,77,5000,12,0.27,6.8,1
PBG-200022,31,West Midlands,Everyday,70,3343,244,620,1,No,No,Yes,3,2,1,Annual,0,73,7500,48,0.48,11,0
PBG-201197,39,Scotland,Everyday,7,3070,3164,722,4,No,Yes,Yes,0,1,4,Monthly,0,95,10000,48,0.14,5.24,0
PBG-201117,41,London,Everyday,28,4447,548,568,3,Yes,Yes,Yes,0,0,4,Monthly,0,49,5000,24,0.09,11.43,1
PBG-200193,54,East Midlands,Everyday,29,3051,2790,584,2,No,Yes,Yes,0,0,2,Annual,0,70,7500,24,0.26,15.59,1
PBG-200495,39,Wales,Everyday,56,2812,2454,611,3,No,No,Yes,0,0,2,Monthly,0,,7500,24,0.35,11.73,0
PBG-200656,39,South West,Everyday,11,6618,6681,673,1,No,No,Yes,1,3,1,Annual,0,100,1000,24,,9.25,1
PBG-200729,18,West Midlands,Everyday,20,1693,1489,779,4,Yes,Yes,No,2,3,4,No fixed term,0,85,7500,60,0.51,7.94,1
PBG-200484,42,South West,Everyday,41,1685,0,648,2,No,No,Yes,1,0,,Monthly,0,82,2000,36,0.21,10.4,1
PBG-200223,22,South West,Plus,38,4900,4159,726,1,Yes,No,Yes,6,0,5,Annual,7,79,20000,48,0.21,6.77,1
PBG-201011,,East Midlands,Premium,11,1712,1423,669,1,Yes,No,Yes,1,0,4,Monthly,16.99,86,2000,12,0.27,9.5,0
PBG-200172,49,London,Premium,39,2512,2076,618,3,Yes,No,No,2,0,1,Monthly,16.99,86,10000,12,0.29,10.8,0
PBG-200313,41,London,Plus,27,4217,1950,711,2,Yes,Yes,Yes,2,0,3,Monthly,7,64,2000,36,0.08,7.16,1
PBG-200801,52,North West,Everyday,56,2025,2492,677,1,No,No,Yes,1,2,,Monthly,0,62,3000,24,0.36,11.69,1
PBG-201116,32,South East,Everyday,58,4301,4758,642,3,Yes,Yes,Yes,2,1,4,Annual,0,78,2000,48,0.32,8.7,1
PBG-200410,38,London,Business,44,4453,5890,585,1,No,No,Yes,2,0,2,No fixed term,12,80,3000,24,0.36,13.23,0
PBG-200224,36,Scotland,Everyday,42,1613,1146,630,1,Yes,No,Yes,1,0,3,Monthly,0,70,25000,36,0.15,7.45,0
